Account ID,Company Name,Listed,Ticker,ISIN,HQ Country,GICS Sector,Accounting Year End, Reported Scope 1 (tCO2e) , Estimated Scope 1 (tCO2e) ,Scope 1 source,Scope 1 quality flag, Reported market-based Scope 2 (tCO2e) , Note , Reported location-based Scope 2 (tCO2e) , Estimated location-based Scope 2 (tCO2e) ,Location-based Scope 2 source,Location-based Scope 2 quality flag,Scope 2 company comments,GHG revenue intensity (tCO2e/mmUSD),Scope 2 figure used for intensity,amplification.wordsindex,DeAmplification.wordsindex,HE_negativeindex,HE_positiveindex,angerindex,anticipationindex,disgustindex,fearindex,joyindex,sadnessindex,surpriseindex,trustindex,LMnegativeindex,LMpositiveindex,LMuncertaintyindex,BasicNegativeWordsindex,PositivePolarisedindex,NegativePolarisedindex,PowerWordsindex,PrudentialNegativeindex,PrudentialPositiveindex,PrudentialTopNegativeindex,Strategyindex,Financial.termsindex,Regulationindex,Technologyindex,Healthcareindex,Environmentindex,Socialindex,Governanceindex,ESGindex,LMuncertaintyindex,Regulationindex,Environmentindex,Socialindex,Governanceindex,ESGindex,ISIN lower,2016vol,2017vol,2018vol,2019vol,VolFactor,Carbon Emission  (tCO2e/mmUSD)
3435,CJ Cheiljedang,Yes,097950 KS,KR7097950000,South Korea,Consumer Staples,31/12/2016," 153,119.00 ",,Reported: CDP (Reviewed),7,, NA ," 183,378.00 ",,Reported: CDP (Reviewed),7,Purchase electricity and steam,26.79,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,kr7097950000,0.017278041,0.015802566,0.016795224,0.012907047,0.506516291,26.79474643
11019,"LS Cable & System Co., Ltd",Yes,104230 KF,,South Korea,Industrials,31/12/2016," 40,937.00 ",,Reported: CDP (Not Reviewed),,, NA ," 112,506.00 ",,Reported: CDP (Not Reviewed),,,69.83,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,69.82966154
9979,KB Financial Group,Yes,105560 KS,KR7105560007,South Korea,Financials,31/12/2016," 21,513.29 ",,Reported: CDP (Reviewed),7,, NA ," 122,536.45 ",,Reported: CDP (Reviewed),7,,10.99,Location-based,123,71,79,127,67,82,77,98,94,110,67,133,139,135,79,98,105,98,92,170,8,257,137,145,262,45,0,0,97,279,127,0.22,0.12,0.10,0.02,0.08,0.02,kr7105560007,0.018625531,0.015575747,0.01787784,0.015753377,0.394235589,10.98935164
30021,"Hansae Co., Ltd",Yes,105630 KS,KR7105630008,South Korea,Consumer Discretionary,31/12/2016," 11,838.00 ",,Reported: DC (Reviewed),7,, NA ," 11,698.00 ",,Reported: CDP,,,17.64,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,kr7105630008,0.027564592,0.024480091,0.028471831,0.030834205,0.054887218,17.63537866
21216,LG HAUSYS,Yes,108670 KS,KR7108670001,South Korea,Industrials,31/12/2016," 60,943.00 ",,Reported: CDP (Not Reviewed),,, NA ," 140,503.00 ",,Reported: CDP (Not Reviewed),,,79.77,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,kr7108670001,0.022517702,0.01803725,0.01803739,0.018197711,0.286967419,79.77459122
36827,Humax Co Ltd,Yes,115160 KS,,South Korea,Information Technology,31/12/2016, 126.00 ,,Reported: CDP (Not Reviewed),,, NA ," 3,576.00 ",,Reported: CDP (Not Reviewed),,,3.18,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,3.178828419
22976,"Kolon Industries, Inc.",Yes,120110 KS,KR7120110002,South Korea,Materials,31/12/2016," 137,961.00 ",,Reported: CDP (Not Reviewed),," 502,097.00 ",  ," 502,097.00 ",,Reported: CDP (Not Reviewed),,,162.69,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,kr7120110002,0.021960617,0.019821396,0.022556007,0.023184362,0.144110276,162.6932443
8079,"Hanmi Pharmaceutical Co., Ltd.",Yes,128940 KS,KR7128940004,South Korea,Health Care,31/12/2016,," 12,000 ",Estimated: Gamma GLM,5,, NA ,," 19,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,40.73,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,kr7128940004,0.030613648,0.024594797,0.026596785,0.017752878,0.305012531,40.72517078
36781,CJ E&M Corporation,Yes,130960 KS,KR7130960008,South Korea,Consumer Discretionary,31/12/2016,," 2,100 ",Estimated: Gamma GLM,5,, NA ,," 12,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,10.63,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,kr7130960008,0.0271214,0.020867385,,,0,10.62843445
47244,OE SOLUTIONS,Yes,138080 KS,,South Korea,Information Technology,31/05/2017," 1,665.13 ",,Reported: CDP (Not Reviewed),,, NA , -   ,,Reported: CDP (Not Reviewed),,,24.22,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,24.22359616
36773,BNK Financial Group Inc.,Yes,138930 KS,KR7138930003,South Korea,Financials,31/12/2016,," 20,000 ",Estimated: Carried Forwards,5,, NA ,," 31,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,15.30,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,kr7138930003,0.019691995,0.013847517,0.015147305,0.01334546,0.492982456,15.30332082
36933,DGB Financial Group,Yes,139130 KS,KR7139130009,South Korea,Financials,31/12/2016," 2,683.72 ",,Reported: CDP (Reviewed),7,, NA ," 15,046.06 ",,Reported: CDP (Reviewed),7,,7.08,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,kr7139130009,0.016470233,0.016803658,0.017287561,0.012437166,0.530325815,7.080611344
36939,"E-MART Co., Ltd",Yes,139480 KS,KR7139480008,South Korea,Consumer Staples,31/12/2016,," 300,000 ",Estimated: Gamma GLM,5,, NA ,," 640,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,73.76,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,kr7139480008,0.017169035,0.019679644,0.02344567,0.018620548,0.272180451,73.76373163
8074,Hankook Tire Co Ltd,Yes,161390 KS,KR7161390000,South Korea,Consumer Discretionary,31/12/2016," 269,509.00 ",,Reported: CDP (Reviewed),7,, NA ," 1,036,067.00 ",,Reported: CDP (Reviewed),7,,228.64,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,kr7161390000,0.021688011,0.017851323,0.019657112,0.020966939,0.195739348,228.6416795
64636,Samsung Biologics Co Ltd,Yes,207940 KS,,South Korea,Health Care,31/12/2016,," 4,000 ",Estimated: Gamma GLM,5,, NA ,," 6,400 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,40.94,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,40.93521215
21284,Hansol Paper Co,Yes,213500 KS,KR7213500002,South Korea,Materials,31/12/2016," 246,563.00 ",,Reported: CDP (Reviewed),7,, NA ," 606,169.00 ",,Reported: CDP (Reviewed),7,,646.09,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,kr7213500002,0.01921006,0.012116179,0.018790021,0.016947979,0.338596491,646.0922997
37382,Korea East-West Power,Yes,KEWSPO KS,0,South Korea,Utilities,31/12/2016," 39,507,678.50 ",,Reported: CDP (Not Reviewed),,, NA ," 123,305.80 ",,Reported: CDP (Not Reviewed),,Only location based,10820.36,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,0,,,,,0,10820.3625
52935,Korea South-East Power,Yes,KOSEPCO KS,,South Korea,Utilities,31/12/2016," 60,017,879.00 ",,Reported: CDP (Not Reviewed),,, NA ," 85,270.00 ",,Reported: CDP (Not Reviewed),,,13661.27,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,13661.26586
30060,"Sae A Trading Co., Ltd.",Yes,SATRDZ KS,,South Korea,Consumer Discretionary,31/12/2016," 124,867.35 ",,Reported: CDP (Not Reviewed),,, NA ," 50,621.57 ",,Reported: CDP (Not Reviewed),,GHG Emission caused by electricity usage,172.20,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,172.1993235
35495,Gestamp,Yes,495294Z SM,0,Spain,Consumer Discretionary,31/12/2016," 156,867.00 ",,Reported: CDP (Not Reviewed),," 391,264.00 ",  ," 391,264.00 ",,Reported: CDP (Not Reviewed),,"We have no information yet about Scope 2 market-based. It's a goal for Gestamp joining this information from all the facilities in the entire world. We'll be ready for disclosing this section in 2018, According to GHG Protocol, meanwhile we have to consider both types of scope 2 with the same figure because we have no more information to calculate them separately.",65.60,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,0,,,,,0,65.60192737
38175,MENSHEN,Yes,549926Z SM,,Spain,Materials,31/12/2016," 1,750.00 ",,Reported: CDP (Not Reviewed),,, NA ," 6,813.00 ",,Reported: CDP (Not Reviewed),,,258.97,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,258.9664285
814,ATRESMEDIA CORPORACION,Yes,A3M SM,ES0109427734,Spain,Consumer Discretionary,31/12/2016," 1,552.00 ",,Reported: CDP (Not Reviewed),," 6,221.00 ",  ,,,,,,7.30,Market-based,41,372,135,136,96,118,31,99,76,65,123,77,77,44,29,115,59,115,67,20,89,0,72,83,138,47,0,0,0,0,0,0.32,0.07,0.25,0.28,0.31,0.32,es0109427734,0.023539472,0.017083147,0.019593545,0.026877211,0.084711779,7.295714366
53,Abertis Infraestructuras,Yes,ABE SM,ES0111845014,Spain,Industrials,31/12/2016," 60,972.00 ",,Reported: CDP (Reviewed),7,, NA ," 56,469.00 ",,Reported: CDP (Reviewed),7,,22.28,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,es0111845014,0.015404546,0.010491864,,,0,22.28004242
169,ACERINOX,Yes,ACX SM,ES0132105018,Spain,Materials,31/12/2016," 237,563.00 ",,Reported: CDP (Reviewed),7,, NA ," 262,500.00 ",,Reported: CDP (Reviewed),7,,113.86,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,es0132105018,0.025383175,0.014671807,0.015858927,0.01803088,0.293984962,113.8558812
57666,AENA SA,Yes,AENA SM,ES0105046009,Spain,Industrials,31/12/2016," 18,282.00 ",,Reported: CDP (Reviewed),7," 299,750.00 ",  ," 229,986.00 ",,Reported: CDP (Reviewed),7,"For electricity: Emission factor used for calculating the location-based results is 0.214 kgCO2/kWh (Source: Red Electrica de España, 2016). For calculating emissions, this emission factor is then multiplied by the total electricity consumption to obtain emissions, as follows 924.2 GWh x 0.214 kgtCO2/kWh = 199,779 tCO2e.  For district heating and cooling, we have followed the methodology for calculating CHP Emissions from the GHG Protocol. We have used 179.5 GWh and emitted 31,822 tCO2e. In total, our Scope 2 emissions amounted to 229,601 tCO2eFor market based, we have obtained the kWh purchased to each of the suppliers and applied the relevant emission factors from the suppliers.",77.46,Market-based,119,39,42,92,85,125,103,99,82,83,86,122,75,58,70,76,103,76,124,98,137,36,0,103,211,15,0,23,163,312,182,0.26,0.22,0.05,0.01,0.05,0.11,es0105046009,0.015433854,0.010904363,0.012716882,0.009736931,0.617042607,77.45750617
21355,Almirall Sa,Yes,ALM SM,ES0157097017,Spain,Health Care,31/12/2016," 5,031.00 ",,Reported: CDP (Not Reviewed),," 2,234.00 ",  ," 10,389.00 ",,Reported: CDP (Not Reviewed),,Almirall purchases green energy in its facilities located in Spain.,8.59,Market-based,69,89,88,71,107,111,135,90,126,95,165,113,158,76,72,126,106,126,89,104,85,365,121,89,106,73,194,26,61,44,45,0.25,0.05,0.15,0.20,0.23,0.10,es0157097017,0.018754289,0.024761639,0.021886751,0.018363173,0.279699248,8.58726744
31917,"Amadeus IT Group, S.A.",Yes,AMS SM,ES0109067019,Spain,Information Technology,31/12/2016," 1,467.00 ",,Reported: CDP (Reviewed),7," 35,389.00 ",  ," 35,389.00 ",,Reported: CDP (Reviewed),7,"Figure reported does not include the purchase 5,050 t of CO2 offset that was carried out using UNFCCC CERs",7.44,Market-based,73,97,154,141,63,80,77,78,69,122,77,79,90,79,89,77,83,77,85,77,274,0,34,117,77,142,0,50,0,86,52,0.18,0.22,0.25,0.12,0.21,0.18,es0109067019,0.014844545,0.010725302,0.013348876,0.016574103,0.355137845,7.444528607
154,ACCIONA S.A.,Yes,ANA SM,ES0125220311,Spain,Utilities,31/12/2016," 570,601.00 ",,Reported: CDP (Reviewed),7," 246,603.00 ",  ," 395,272.00 ",,Reported: CDP (Reviewed),7,"As part of its emissions reduction activities, Acciona purchases low carbon energy, so both figures are reported.",123.52,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,es0125220311,0.015715814,0.012660918,0.015130298,0.011393206,0.564661654,123.519347
29187,APPLUS Services,Yes,APPS SM,,Spain,Industrials,31/12/2016," 50,733.00 ",,Reported: CDP (Not Reviewed),,, NA ," 18,268.00 ",,Reported: CDP (Not Reviewed),,,39.29,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,39.29464291
1613,BBVA,Yes,BBVA SM,ES0113211835,Spain,Financials,31/12/2016," 12,948.00 ",,Reported: CDP (Reviewed),7," 266,221.00 ",  ," 334,520.00 ",,Reported: CDP (Reviewed),7,"The Group´s emissions in scope 2 are calculated based on DEFRA´s emission factors. Since two distinctive methods are used to calculate the Scope 2 emissions: Location based and market based approach, BBVA was able to calculate 2016 emissions using both methods. The market-based approach of BBVA depends on two sources of energy: renewable and non-renewable sources of energy.  However, since CO2 is not emitted during the operation of renewable energies, the emission factor will be 0; therefore the market based calculation will only take into account the energy mix. Accordingly, since BBVA Spain is powered by 100% renewable energies, the Scope 2 market based calculation is as follow: Scope 2 location based - CO2 emissions in Spain (334520 - 68298).",6.39,Market-based,139,72,188,174,106,104,58,132,91,115,133,99,122,111,107,96,101,96,83,185,117,105,146,118,244,200,0,84,60,71,75,0.10,0.14,0.15,0.14,0.15,0.01,es0113211835,0.025441303,0.014635446,0.016042524,0.015415788,0.409774436,6.386853883
36595,Bankia,Yes,BKIA SM,ES0113307021,Spain,Financials,31/12/2016," 3,743.00 ",,Reported: CDP (Reviewed),7, -   , -   ," 36,236.40 ",,Reported: CDP (Reviewed),7,"Emission factor used for calculating the location-based results is 400 g CO2/kWh (Source: Sistema de Garantía de Origen y Etiquetado de la Electricidad. Year 2015. Comisión Nacional de los Mercados y la Competencia). For calculating emissions, this emission factor is then multiplied by the total electricity consumption to obtain emissions, as follows 90,590,833.33 kWh x 400/1.000.000 tCO2/kWh = 36,236.4 tCO2e.  For the market-based emissions, as all electricity purchased is renewable and backed with the relevant instruments, the emission factor used is 0 kgCO2e/kWh, therefore emissions are zero.",0.91,Market-based,85,138,137,69,86,97,68,105,77,92,81,84,133,58,116,98,76,98,73,184,15,425,165,121,359,37,0,0,58,168,85,0.07,0.12,0.16,0.05,0.14,0.01,es0113307021,0.028294179,0.016081392,0.016628113,0.020544508,0.206265664,0.911699371
1487,Bankinter,Yes,BKT SM,ES0113679I37,Spain,Financials,31/12/2016, 440.57 ,,Reported: CDP (Reviewed),7," 9,726.49 ",  ," 9,726.49 ",,Reported: CDP (Reviewed),7,"In 2016, Bankinter has calculated Spain and Portugal emissions. In case of Scope 2 emission, 7819.56 tn CO2 are from Spain and 1906,93 are from Portugal. In terms of market based, in Spain 7819,56 tn purchased to Endesa, and in Portugal, 800.91 tn CO2 from electricity purchased to Endesa and 1.106,02 tn CO2 form electricity purchased to Iberdrola.",4.42,Market-based,43,12,248,160,69,121,112,100,123,169,76,121,96,100,94,113,98,113,72,312,154,209,18,171,430,23,115,0,63,228,111,0.15,0.08,0.15,0.03,0.09,0.00,es0113679i37,0.017446532,0.011234527,0.014378602,0.015546304,0.402756892,4.417330327
4081,CaixaBank,Yes,CABK SM,ES0140609019,Spain,Financials,31/12/2016," 14,277.00 ",,Reported: CDP (Reviewed),7, 616.00 ,  ,," 45,000 ",Estimated: IEA National Grid Emissions Factor applied to Reported SHEC.,5,,1.21,Market-based,141,77,133,97,63,108,69,108,94,101,111,112,126,91,103,108,105,108,95,207,74,128,229,120,192,32,0,0,19,111,51,0.11,0.09,0.24,0.08,0.21,0.01,es0140609019,0.026620657,0.01756399,0.016625115,0.020129597,0.220300752,1.214331608
3347,CIE Automotive,Yes,CIE SM,ES0105630315,Spain,Consumer Discretionary,31/12/2016," 39,071.92 ",,Reported: CDP (Not Reviewed),,, NA ," 882,112.04 ",,Reported: CDP (Not Reviewed),,,289.08,Location-based,80,112,96,110,164,106,227,167,118,179,190,131,122,56,78,130,92,130,75,94,215,102,0,106,100,57,0,0,0,56,22,0.22,0.05,0.25,0.17,0.29,0.12,es0105630315,0.018153448,0.011316176,0.019326124,0.021339503,0.186967419,289.0786975
50584,Cemex Latam Holdings SA,Yes,CLH CB,,Spain,Materials,31/12/2016,," 32,000 ","Estimated: Cement, Gamma GLM",6,, NA ,," 45,000 ","Estimated: Cement, Gamma GLM",6,,58.54,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,58.54044232
58619,Cellnex Telecom SA,Yes,CLNX SM,0,Spain,Telecommunication Services,31/12/2016," 3,173.14 ",,Reported: CDP (Not Reviewed),," 62,956.73 ",  ," 68,837.00 ",,Reported: CDP (Not Reviewed),,We are reporting a market-based figure for scope 2 emissions of the subsidiaries Cellnex Group’s companies in Spain. We are reporting a location-based figure for scope 2 emissions for Cellnex Italia.,84.80,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,0,,,,,0,84.79710461
31923,Inmobiliaria Colonial,Yes,COL SM,,Spain,Real Estate,31/12/2016, 14.94 ,,Reported: CDP (Not Reviewed),,, NA , 195.98 ,,Reported: CDP (Not Reviewed),,,0.70,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,0.702153867
36702,Dia,Yes,DIA SM,ES0126775032,Spain,Consumer Staples,31/12/2016," 448,489.59 ",,Reported: CDP (Reviewed),7," 255,705.96 ",  ," 319,829.87 ",,Reported: CDP (Reviewed),7,,71.75,Market-based,90,29,110,125,68,99,64,84,100,93,130,108,108,151,76,84,123,84,90,108,140,187,193,96,104,30,0,68,40,44,47,0.23,0.19,0.20,0.20,0.23,0.09,es0126775032,0.019856266,0.017615346,0.052604029,0.094562287,0.002255639,71.74701833
37147,Ebro Foods SA,Yes,EBRO SM,ES0112501012,Spain,Consumer Staples,31/12/2016," 174,221.00 ",,Reported: CDP (Not Reviewed),,, NA ," 114,791.00 ",,Reported: CDP (Not Reviewed),,Exclusively electricity consumption,106.18,Location-based,114,37,130,94,107,72,80,135,86,152,48,76,154,81,99,176,97,176,68,67,166,0,0,97,65,46,91,171,101,109,132,0.13,0.01,0.09,0.09,0.08,0.22,es0112501012,0.011594777,0.008628305,0.009745485,0.009617262,0.623057644,106.1775111
59359,Euskaltel SA,Yes,EKT SM,0,Spain,Telecommunication Services,31/12/2016, 272.45 ,,Reported: CDP (Not Reviewed),,, NA ," 4,935.97 ",,Reported: CDP (Not Reviewed),,,8.38,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,0,,,,,0,8.381750885
5584,Endesa,Yes,ELE SM,ES0130670112,Spain,Utilities,31/12/2016," 29,354,240.00 ",,Reported: CDP (Reviewed),7,, NA ," 805,890.00 ",,Reported: CDP (Reviewed),7,"Data provided for 2016 emissions is the initial figure before the final verification of emissions (undergoing at the time of submission of the questionnaire). Thus, this figure may vary slightly once the verification process of our carbon footprint is completed.",1435.75,Location-based,47,55,136,105,124,94,144,108,108,157,105,100,129,88,83,153,100,153,86,114,194,279,51,106,260,149,0,766,272,737,641,0.20,0.02,0.02,0.00,0.00,0.08,es0130670112,0.013857377,0.012195659,0.011961729,0.009457887,0.628320802,1435.746799
5516,ENAGAS,Yes,ENG SM,ES0130960018,Spain,Energy,31/12/2016," 263,540.00 ",,Reported: CDP (Reviewed),7," 27,010.00 ",  ," 59,906.00 ",,Reported: CDP (Reviewed),7,Location-based data is based on an electricity mix emission factor provided by the Spanish Environment Ministry (0.0004 tCO2/kWh). Market-based data is based on electricity suppliers’ emissions factors: - Iberdrola: 0.00021 tCO2/kWh  - EDP: 0.00023 tCO2/kWh.  Market-based also includes Guarantees of Origin for 30.29 GWh supplied by contract requirement.,220.97,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,es0130960018,0.013773172,0.010520099,0.012363225,0.00937283,0.631578947,220.9656935
1211,Grupo Ezentis,Yes,EZE SM,,Spain,Information Technology,31/12/2016," 16,609.68 ",,Reported: CDP (Not Reviewed),,, NA ," 10,463.37 ",,Reported: CDP (Not Reviewed),,"Data provided is likely to vary considerably because of Ezentis has no management and reporting system of his consumption data. In the coming years, Ezentis is in the process of developing a common procedures and reporting system for the entire company, which will allow the reporting of reliable, consistent and updated information.",79.57,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,79.56811168
6305,FERROVIAL,Yes,FER SM,ES0118900010,Spain,Industrials,31/12/2016," 621,061.00 ",,Reported: CDP (Reviewed),7," 95,245.00 ",  ," 127,836.00 ",,Reported: CDP (Reviewed),7,"We have used GHG Protocol Scope 2 to calculate Ferrovial scope 2. The method used by Ferrovial to calculate its scope 2 is “market based”. Thus, in calculating emissions we have used an emissions factor of 0 metric tons of CO2 equivalent/Kwh contributed by suppliers for purchased electricity from renewable sources with a guarantee of origin (GO). For electricity which does not come from renewable sources we have used the country mix because not all of the countries in which we operate have available a residual mix. In 2016, Ferrovial consumed 114,473 MWh of electricity from renewable sources. Emissions included under the ""location based"" section are higher than those under the ""market based"" method, because the emissions factor contributed by suppliers for renewable electricity are not taken into account in that approach""",60.15,Market-based,51,87,141,108,164,105,50,145,118,110,80,92,123,101,75,114,106,114,94,135,149,45,19,141,126,13,0,29,34,123,70,0.23,0.08,0.21,0.08,0.16,0.05,es0118900010,0.017373974,0.011517591,0.011913583,0.010061053,0.60802005,60.15122073
7084,Gas Natural SDG SA,Yes,GAS SM,ES0116870314,Spain,Utilities,31/12/2016," 19,624,525.00 ",,Reported: CDP (Reviewed),7, -   , -   ," 1,458,120.00 ",,Reported: CDP (Reviewed),7,"Our Scope 2 is calculated as location-based, except the scope 2 due to the electricity consumption in Spain. In Spain all the electricity consumption is based on renewable electricity generation and therefore the scope is 0.",763.35,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,es0116870314,0.01641241,0.01131721,0.01281549,0.008676009,0.64962406,763.3503978
7788,GRIFOLS,Yes,GRF SM,ES0171996087,Spain,Health Care,31/12/2016," 92,643.00 ",,Reported: CDP (Reviewed),7,, NA ," 122,508.00 ",,Reported: CDP (Reviewed),7,,48.00,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,es0171996087,0.014526653,0.012579717,0.016767566,0.014814149,0.436842105,47.99809927
54737,Hispania Activos Inmobiliarios SAU,Yes,HIS SM,,Spain,Real Estate,31/12/2016," 7,316.05 ",,Reported: CDP (Not Reviewed),," 19,478.46 ",  ," 20,051.01 ",,Reported: CDP (Not Reviewed),,"In 2016, the total scope 2 emissions accounting was calculated by both location-based and market-based method. For location-based using the corresponding emission factor for Spain, which is 0,291 kgCO2e/kWh (Source: International Energy Agency (2013)). For market-based using the same emission factor, but applying a 0 kgCO2e/kWh factor for renewable energy generated in some assets of the Company.",169.45,Market-based,69,62,39,120,56,92,46,62,85,72,99,82,60,104,120,77,98,77,82,115,125,0,39,110,119,13,0,87,138,74,60,0.06,0.22,0.06,0.14,0.19,0.07,,,,,,0,169.4460887
